region,category,parameter,mode,powertrain,year,unit,value
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2019,Million barrels per day,0.000037999998312443495
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2019,"Oil displacement, million lge",2.200000047683716
USA,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,1.2999999523162842
USA,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.18000000715255737
USA,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.2800000011920929
USA,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,1.7000000476837158
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2020,Million barrels per day,0.00004999999873689376
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",2.9000000953674316
USA,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,23000
USA,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,8000
USA,Historical,Battery demand,2 and 3 wheelers,EV,2020,GWh,0.024000000208616257
USA,Historical,Battery demand,2 and 3 wheelers,EV,2021,GWh,0.027000000700354576
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2021,Million barrels per day,0.0000779999973019585
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2021,"Oil displacement, million lge",4.5
USA,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,8900
USA,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,32000
USA,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,1.600000023841858
USA,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.3199999928474426
USA,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.41999998688697815
USA,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,1.600000023841858
USA,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,41000
USA,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,9600
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2022,Million barrels per day,0.00009999999747378752
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2022,"Oil displacement, million lge",5.800000190734863
USA,Historical,Battery demand,2 and 3 wheelers,EV,2022,GWh,0.028999999165534973
USA,Historical,Battery demand,2 and 3 wheelers,EV,2023,GWh,0.023000000044703484
USA,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,7800
USA,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,49000
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2023,Million barrels per day,0.00011999999696854502
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2023,"Oil displacement, million lge",6.699999809265137
USA,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,1.2999999523162842
USA,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.47999998927116394
USA,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.5699999928474426
USA,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,1.2000000476837158
USA,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2024,"Oil displacement, million lge",7.5
USA,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2024,Million barrels per day,0.00013000000035390258
USA,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,56000
USA,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,7100
USA,Historical,Battery demand,2 and 3 wheelers,EV,2024,GWh,0.02199999988079071
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.04500000178813934
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.003800000064074993
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,1400
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1400
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,5600
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,4200
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.014000000432133675
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.12999999523162842
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,1.100000023841858
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.09600000083446503
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,35000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,40000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,82000
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,42000
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.18000000715255737
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.2999999523162842
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,2.700000047683716
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.3700000047683716
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,96000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,180000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,360000
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,190000
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.7099999785423279
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,5.300000190734863
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,7.099999904632568
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,1.100000023841858
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,210000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,570000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,820000
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,250000
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1.5
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,9
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,7.900000095367432
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.899999976158142
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,260000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,1100000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,1300000
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,250000
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,2.200000047683716
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,8.899999618530273
Viet Nam,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,9.399999618530273
Viet Nam,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,2.5999999046325684
Viet Nam,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,250000
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1600000
World,Historical,EV sales,2 and 3 wheelers,BEV,2010,Vehicles,41000
World,Historical,EV sales share,2 and 3 wheelers,EV,2010,percent,0.08299999684095383
World,Historical,EV stock share,2 and 3 wheelers,EV,2010,percent,0.00989999994635582
World,Historical,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,50000
World,Historical,Battery demand,2 and 3 wheelers,EV,2010,GWh,0.11999999731779099
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2010,Million barrels per day,0.00006600000051548705
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2010,"Oil displacement, million lge",3.799999952316284
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2011,Million barrels per day,0.00009999999747378752
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2011,"Oil displacement, million lge",6
World,Historical,Battery demand,2 and 3 wheelers,EV,2011,GWh,0.09200000017881393
World,Historical,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,96000
World,Historical,EV stock share,2 and 3 wheelers,EV,2011,percent,0.017999999225139618
World,Historical,EV sales share,2 and 3 wheelers,EV,2011,percent,0.05900000035762787
World,Historical,EV sales,2 and 3 wheelers,BEV,2011,Vehicles,31000
World,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,2000000
World,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,3.5999999046325684
World,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.36000001430511475
World,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,2000000
World,Historical,Battery demand,2 and 3 wheelers,EV,2012,GWh,3.4000000953674316
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2012,Million barrels per day,0.006599999964237213
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2012,"Oil displacement, million lge",400
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2013,Million barrels per day,0.014000000432133675
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2013,"Oil displacement, million lge",810
World,Historical,Battery demand,2 and 3 wheelers,EV,2013,GWh,3.9000000953674316
World,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,4100000
World,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.7200000286102295
World,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,4.099999904632568
World,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,2300000
World,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,2800000
World,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,4.699999809265137
World,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,1.100000023841858
World,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,6700000
World,Historical,EV sales,2 and 3 wheelers,PHEV,2014,Vehicles,17
World,Historical,Battery demand,2 and 3 wheelers,EV,2014,GWh,4.699999809265137
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2014,Million barrels per day,0.024000000208616257
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2014,"Oil displacement, million lge",1400
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2015,Million barrels per day,0.03500000014901161
World,Historical,Battery demand,2 and 3 wheelers,EV,2015,GWh,4.400000095367432
World,Historical,EV sales,2 and 3 wheelers,PHEV,2015,Vehicles,18
World,Historical,EV stock,2 and 3 wheelers,PHEV,2015,Vehicles,27
World,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,9400000
World,Historical,EV stock,2 and 3 wheelers,FCEV,2015,Vehicles,4
World,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,1.5
World,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,4.900000095367432
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2015,"Oil displacement, million lge",2100
World,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,2800000
World,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,3100000
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2016,Million barrels per day,0.026000000536441803
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2016,"Oil displacement, million lge",1500
World,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,5.199999809265137
World,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,1.899999976158142
World,Historical,EV stock,2 and 3 wheelers,FCEV,2016,Vehicles,7
World,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,13000000
World,Historical,EV sales,2 and 3 wheelers,PHEV,2016,Vehicles,11
World,Historical,Battery demand,2 and 3 wheelers,EV,2016,GWh,5.699999809265137
World,Historical,Battery demand,2 and 3 wheelers,EV,2017,GWh,7.300000190734863
World,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,17000000
World,Historical,EV stock,2 and 3 wheelers,FCEV,2017,Vehicles,15
World,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,2.4000000953674316
World,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,5.699999809265137
World,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2017,Million barrels per day,0.029999999329447746
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2017,"Oil displacement, million lge",1800
World,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,3600000
